index;venda chave;data venda;data chave;estado;regiao;cliente;segmento;cliente chave;id produto;produto ;preco;custo;desconto;quantidade;total venda
5948;2021-115924;9/14/2021;20210914;CE;Nordeste;22. Sabores do Oriente;Restaurante;1100;Q-P2;Quiche P2; 4,79 ; 3,21 ;0%;200; 4.117,42 
5949;2023-161046;03/06/2023;20230306;SC;Sul;11. Sabor do Mar;Restaurante;1026;G-G1;Galupe G1; 12,26 ; 8,22 ;0%;300; 5.759,98 
5950;2023-161046;03/06/2023;20230306;SC;Sul;11. Sabor do Mar;Restaurante;1026;M-P;Mel P; 4,02 ; 2,70 ;0%;600; 2.414,49 
5951;2023-161046;03/06/2023;20230306;SC;Sul;11. Sabor do Mar;Restaurante;1026;Q-Mini;Quiche Mini; 8,07 ; 5,41 ;0%;200; 1.614,85 
5952;2023-161046;03/06/2023;20230306;SC;Sul;11. Sabor do Mar;Restaurante;1026;Q-P2;Quiche P2; 4,79 ; 3,21 ;0%;200; 1.614,85 
5953;2023-141698;4/16/2023;20230416;PE;Nordeste;13. Gastronomia Urbana;Restaurante;1039;Q-M;Quiche M; 11,68 ; 7,82 ;2%;600; 2.414,49 
5954;2020-105151;3/30/2020;20200330;PA;Nordeste;21. Fogão de Lenha;Restaurante;1089;P-P;Panetone P; 8,03 ; 5,38 ;0%;100; 519,33 
5955;2020-155796;11/11/2020;20201111;CE;Nordeste;41. Café & Companhia;Café & Bistrô;1073;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;2%;200; 2.203,43 
5956;2020-155796;11/11/2020;20201111;CE;Nordeste;41. Café & Companhia;Café & Bistrô;1073;Q-G1;Quiche G1; 23,07 ; 15,46 ;5%;200; 4.117,42 
5957;2022-127138;3/13/2022;20220313;BA;Nordeste;56. Café do Tempo;Café & Bistrô;1010;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;100; 2.058,71 
5958;2022-127138;3/13/2022;20220313;BA;Nordeste;56. Café do Tempo;Café & Bistrô;1010;Q-Mini;Quiche Mini; 8,07 ; 5,41 ;0%;200; 804,83 
5959;2022-127138;3/13/2022;20220313;BA;Nordeste;56. Café do Tempo;Café & Bistrô;1010;G-G1;Galupe G1; 12,26 ; 8,22 ;0%;200; 2.335,22 
5960;2022-127138;3/13/2022;20220313;BA;Nordeste;56. Café do Tempo;Café & Bistrô;1010;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;2%;700; 5.618,44 
5961;2023-150602;02/10/2023;20230210;BA;Nordeste;14. Sabores do Mundo;Restaurante;1043;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;0%;400; 4.670,44 
5962;2020-140732;11/11/2020;20201111;BA;Nordeste;90. Café do Mel;Eventos;1083;Q-P1;Quiche P1; 5,19 ; 3,48 ;2%;500; 5.508,57 
5963;2020-140732;11/11/2020;20201111;BA;Nordeste;90. Café do Mel;Eventos;1083;Q-Mini;Quiche Mini; 8,07 ; 5,41 ;0%;100; 802,63 
5964;2020-140732;11/11/2020;20201111;BA;Nordeste;90. Café do Mel;Eventos;1083;Q-M;Quiche M; 11,68 ; 7,82 ;0%;300; 5.759,98 
5965;2023-119011;8/21/2023;20230821;BA;Nordeste;47. Café da Esquina;Café & Bistrô;1072;Q-M;Quiche M; 11,68 ; 7,82 ;0%;700; 5.618,44 
5966;2023-119011;8/21/2023;20230821;BA;Nordeste;47. Café da Esquina;Café & Bistrô;1072;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;200; 4.117,42 
5967;2023-119011;8/21/2023;20230821;BA;Nordeste;47. Café da Esquina;Café & Bistrô;1072;Q-P1;Quiche P1; 5,19 ; 3,48 ;2%;600; 12.352,25 
5968;2022-166912;1/15/2022;20220115;PA;Nordeste;32. Bistrô da Praça;Café & Bistrô;1092;Q-M;Quiche M; 11,68 ; 7,82 ;0%;400; 1.916,70 
5969;2020-141726;7/20/2020;20200720;BA;Nordeste;30. Mesa de Estrelas;Restaurante;1002;Q-M;Quiche M; 11,68 ; 7,82 ;0%;300; 3.502,83 
5970;2020-141726;7/20/2020;20200720;BA;Nordeste;30. Mesa de Estrelas;Restaurante;1002;Q-P2;Quiche P2; 4,79 ; 3,21 ;2%;300; 3.502,83 
5971;2020-141726;7/20/2020;20200720;BA;Nordeste;30. Mesa de Estrelas;Restaurante;1002;Q-M;Quiche M; 11,68 ; 7,82 ;0%;500; 5.838,04 
5972;2020-141726;7/20/2020;20200720;BA;Nordeste;30. Mesa de Estrelas;Restaurante;1002;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;0%;200; 1.614,85 
5973;2023-115105;02/07/2023;20230207;PA;Nordeste;12. Terra & Fogo;Restaurante;1017;Q-G1;Quiche G1; 23,07 ; 15,46 ;2%;200; 2.335,22 
5974;2021-143980;12/25/2021;20211225;PA;Nordeste;96. Café do Vento Norte;Eventos;1066;Q-Mini;Quiche Mini; 8,07 ; 5,41 ;0%;200; 958,35 
5975;2022-135636;10/09/2022;20221009;RS;Sul;4. Indústria do Sabor;Indústria;1065;Q-G2;Quiche G2; 20,59 ; 13,79 ;2%;700; 7.711,99 
5976;2023-102155;7/14/2023;20230714;MG;Sudeste;75. Bistrô das Dunas;Café & Bistrô;1063;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;200; 2.203,43 
5977;2023-102155;7/14/2023;20230714;MG;Sudeste;75. Bistrô das Dunas;Café & Bistrô;1063;Q-M;Quiche M; 11,68 ; 7,82 ;0%;200; 4.643,85 
5978;2023-116953;4/25/2023;20230425;GO;Centro-Oeste;64. Café do Porto;Café & Bistrô;1022;Q-P1;Quiche P1; 5,19 ; 3,48 ;2%;900; 4.673,93 
5979;2020-117765;09/07/2020;20200907;MG;Sudeste;51. Café da Montanha;Café & Bistrô;1075;Q-P2;Quiche P2; 4,79 ; 3,21 ;0%;200; 804,83 
5980;2020-117765;09/07/2020;20200907;MG;Sudeste;51. Café da Montanha;Café & Bistrô;1075;Q-P2;Quiche P2; 4,79 ; 3,21 ;0%;300; 1.557,98 
5981;2020-117765;09/07/2020;20200907;MG;Sudeste;51. Café da Montanha;Café & Bistrô;1075;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;0%;400; 4.670,44 
5982;2020-117765;09/07/2020;20200907;MG;Sudeste;51. Café da Montanha;Café & Bistrô;1075;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;200; 2.452,25 
5983;2022-114895;11/22/2022;20221122;PA;Nordeste;40. Bistrô da Lua;Café & Bistrô;1014;Q-M;Quiche M; 11,68 ; 7,82 ;0%;200; 4.117,42 
5984;2023-112984;9/17/2023;20230917;CE;Nordeste;30. Mesa de Estrelas;Restaurante;1002;Q-M;Quiche M; 11,68 ; 7,82 ;2%;800; 16.469,66 
5985;2022-163776;7/20/2022;20220720;SC;Sul;83. Bistrô das Janelas;Café & Bistrô;1021;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;0%;300; 1.207,25 
5986;2022-163776;7/20/2022;20220720;SC;Sul;83. Bistrô das Janelas;Café & Bistrô;1021;Q-P2;Quiche P2; 4,79 ; 3,21 ;0%;100; 1.919,99 
5987;2022-163776;7/20/2022;20220720;SC;Sul;83. Bistrô das Janelas;Café & Bistrô;1021;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;200; 4.614,22 
5988;2022-163776;7/20/2022;20220720;SC;Sul;83. Bistrô das Janelas;Café & Bistrô;1021;Q-M;Quiche M; 11,68 ; 7,82 ;0%;200; 2.452,25 
5989;2022-163776;7/20/2022;20220720;SC;Sul;83. Bistrô das Janelas;Café & Bistrô;1021;Q-P2;Quiche P2; 4,79 ; 3,21 ;0%;200; 1.038,65 
5990;2022-163776;7/20/2022;20220720;SC;Sul;83. Bistrô das Janelas;Café & Bistrô;1021;Q-G1;Quiche G1; 23,07 ; 15,46 ;0%;700; 8.173,26 
5991;2023-163300;9/16/2023;20230916;BA;Nordeste;80. Café do Caminho;Café & Bistrô;1047;Q-P2;Quiche P2; 4,79 ; 3,21 ;2%;600; 7.005,65 
5992;2023-163300;9/16/2023;20230916;BA;Nordeste;80. Café do Caminho;Café & Bistrô;1047;Q-P1;Quiche P1; 5,19 ; 3,48 ;2%;600; 7.005,65 
5993;2023-163300;9/16/2023;20230916;BA;Nordeste;80. Café do Caminho;Café & Bistrô;1047;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;2%;600; 7.005,65 
5994;2022-162187;12/12/2022;20221212;GO;Centro-Oeste;12. Terra & Fogo;Restaurante;1017;Q-G2;Quiche G2; 20,59 ; 13,79 ;2%;600; 7.005,65 
5995;2022-162187;12/12/2022;20221212;GO;Centro-Oeste;12. Terra & Fogo;Restaurante;1017;Q-M;Quiche M; 11,68 ; 7,82 ;2%;600; 7.005,65 
5996;2022-162187;12/12/2022;20221212;GO;Centro-Oeste;12. Terra & Fogo;Restaurante;1017;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;3%;600; 7.005,65 
5997;2022-162187;12/12/2022;20221212;GO;Centro-Oeste;12. Terra & Fogo;Restaurante;1017;Q-Mini;Quiche Mini; 8,07 ; 5,41 ;2%;600; 7.005,65 
5998;2022-162187;12/12/2022;20221212;GO;Centro-Oeste;12. Terra & Fogo;Restaurante;1017;Q-P2;Quiche P2; 4,79 ; 3,21 ;4%;600; 7.005,65 
5999;2020-112991;12/10/2020;20201210;MG;Sudeste;48. Bistrô do Campo;Café & Bistrô;1082;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;2%;600; 7.005,65 
6000;2020-112991;12/10/2020;20201210;MG;Sudeste;48. Bistrô do Campo;Café & Bistrô;1082;Q-M;Quiche M; 11,68 ; 7,82 ;0%;600; 7.005,65 
6001;2020-112991;12/10/2020;20201210;MG;Sudeste;48. Bistrô do Campo;Café & Bistrô;1082;Q-M;Quiche M; 11,68 ; 7,82 ;0%;300; 2.422,27 
6002;2020-124079;12/13/2020;20201213;GO;Centro-Oeste;38. Bistrô do Sol;Café & Bistrô;1094;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;2%;200; 2.203,43 
6003;2020-124079;12/13/2020;20201213;GO;Centro-Oeste;38. Bistrô do Sol;Café & Bistrô;1094;Q-P2;Quiche P2; 4,79 ; 3,21 ;7%;200; 2.203,43 
6004;2023-146878;9/22/2023;20230922;CE;Nordeste;6. Sabor & Arte;Restaurante;1078;Q-P2;Quiche P2; 4,79 ; 3,21 ;7%;200; 2.203,43 
6005;2023-107244;09/08/2023;20230908;BA;Nordeste;87. Bistrô das Rosas;Café & Bistrô;1095;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;0%;200; 2.203,43 
6006;2021-100657;11/02/2021;20211102;PA;Nordeste;16. Fogo & Lenha;Restaurante;1080;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;1%;100; 519,33 
6007;2023-129581;12/12/2023;20231212;MG;Sudeste;36. Bistrô do Parque;Café & Bistrô;1054;Q-P1;Quiche P1; 5,19 ; 3,48 ;0%;700; 3.354,23 
6008;2023-129028;04/02/2023;20230402;GO;Centro-Oeste;87. Bistrô das Rosas;Café & Bistrô;1095;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;0%;300; 2.422,27 
6009;2021-135580;12/30/2021;20211230;BA;Nordeste;86. Café do Jardim;Café & Bistrô;1096;Q-M;Quiche M; 11,68 ; 7,82 ;0%;200; 804,83 
6010;2021-135580;12/30/2021;20211230;BA;Nordeste;86. Café do Jardim;Café & Bistrô;1096;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;200; 1.038,65 
6011;2021-135580;12/30/2021;20211230;BA;Nordeste;86. Café do Jardim;Café & Bistrô;1096;G-G2;Galupe G2; 11,68 ; 7,83 ;2%;200; 3.839,99 
6012;2021-135580;12/30/2021;20211230;BA;Nordeste;86. Café do Jardim;Café & Bistrô;1096;G-G1;Galupe G1; 12,26 ; 8,22 ;0%;300; 3.678,37 
6013;2021-135580;12/30/2021;20211230;BA;Nordeste;86. Café do Jardim;Café & Bistrô;1096;Q-P1;Quiche P1; 5,19 ; 3,48 ;2%;300; 3.678,37 
6014;2022-159016;03/11/2022;20220311;BA;Nordeste;7. Mesa dos Sabores;Restaurante;1003;Q-M;Quiche M; 11,68 ; 7,82 ;0%;100; 519,33 
6015;2022-159016;03/11/2022;20220311;BA;Nordeste;7. Mesa dos Sabores;Restaurante;1003;Q-P1;Quiche P1; 5,19 ; 3,48 ;2%;200; 1.656,38 
6016;2020-102652;04/06/2020;20200406;BA;Nordeste;77. Bistrô das Fontes;Café & Bistrô;1091;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;0%;400; 1.916,70 
6017;2020-102652;04/06/2020;20200406;BA;Nordeste;77. Bistrô das Fontes;Café & Bistrô;1091;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;0%;1100; 5.270,93 
6018;2020-102652;04/06/2020;20200406;BA;Nordeste;77. Bistrô das Fontes;Café & Bistrô;1091;Q-M;Quiche M; 11,68 ; 7,82 ;0%;200; 2.203,43 
6019;2020-102652;04/06/2020;20200406;BA;Nordeste;77. Bistrô das Fontes;Café & Bistrô;1091;Q-M;Quiche M; 11,68 ; 7,82 ;0%;300; 6.176,12 
6020;2020-152422;10/05/2020;20201005;GO;Centro-Oeste;56. Café do Tempo;Café & Bistrô;1010;Q-Mini;Quiche Mini; 8,07 ; 5,41 ;2%;100; 807,42 
6021;2022-156692;8/14/2022;20220814;SC;Sul;51. Café da Montanha;Café & Bistrô;1075;Q-Mini;Quiche Mini; 8,07 ; 5,41 ;0%;400; 4.406,85 
6022;2022-156692;8/14/2022;20220814;SC;Sul;51. Café da Montanha;Café & Bistrô;1075;M-P;Mel P; 4,02 ; 2,70 ;0%;600; 7.005,65 
6023;2020-130869;11/17/2020;20201117;PE;Nordeste;9. Chef’s Haven;Restaurante;1088;G-G1;Galupe G1; 12,26 ; 8,22 ;2%;400; 4.670,44 
6024;2023-128832;4/25/2023;20230425;RS;Sul;53. Café & Harmonia;Café & Bistrô;1061;M-P;Mel P; 4,02 ; 2,70 ;0%;400; 4.670,44 
6025;2023-139717;8/25/2023;20230825;GO;Centro-Oeste;54. Bistrô do Bosque;Café & Bistrô;1023;Q-Mini;Quiche Mini; 8,07 ; 5,41 ;2%;400; 4.670,44 
6026;2023-139717;8/25/2023;20230825;GO;Centro-Oeste;54. Bistrô do Bosque;Café & Bistrô;1023;Q-M;Quiche M; 11,68 ; 7,82 ;2%;200; 2.335,22 
6027;2023-136007;2/24/2023;20230224;BA;Nordeste;78. Café do Silêncio;Café & Bistrô;1015;P-M-Premium;Panetone M Premium; 23,22 ; 15,56 ;0%;100; 2.058,71 
6028;2023-136007;2/24/2023;20230224;BA;Nordeste;78. Café do Silêncio;Café & Bistrô;1015;Q-P1;Quiche P1; 5,19 ; 3,48 ;2%;100; 2.058,71 
6029;2022-157364;11/20/2022;20221120;RS;Sul;47. Café da Esquina;Café & Bistrô;1072;P-P;Panetone P; 8,03 ; 5,38 ;2%;200; 1.605,27 
6030;2022-112970;11/15/2022;20221115;BA;Nordeste;30. Mesa de Estrelas;Restaurante;1002;P-P;Panetone P; 8,03 ; 5,38 ;0%;100; 519,33 
6031;2023-152492;07/07/2023;20230707;CE;Nordeste;63. Bistrô das Montanhas;Café & Bistrô;1035;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;2%;300; 1.437,53 
6032;2022-101168;12/26/2022;20221226;SC;Sul;55. Café da Alma;Café & Bistrô;1005;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;0%;700; 3.354,23 
6033;2023-104010;4/24/2023;20230424;PA;Nordeste;9. Chef’s Haven;Restaurante;1088;Q-M;Quiche M; 11,68 ; 7,82 ;0%;300; 3.305,14 
6034;2021-130253;12/14/2021;20211214;BA;Nordeste;71. Bistrô das Brisas;Café & Bistrô;1050;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;0%;300; 3.305,14 
6035;2021-155369;4/19/2021;20210419;PE;Nordeste;58. Café do Vento;Café & Bistrô;1060;Q-Mini;Quiche Mini; 8,07 ; 5,41 ;8%;500; 2.012,08 
6036;2021-155369;4/19/2021;20210419;PE;Nordeste;58. Café do Vento;Café & Bistrô;1060;Q-P2;Quiche P2; 4,79 ; 3,21 ;8%;500; 2.012,08 
6037;2022-131205;09/05/2022;20220905;PA;Nordeste;59. Bistrô das Cores;Café & Bistrô;1090;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;0%;500; 2.012,08 
6038;2022-131205;09/05/2022;20220905;PA;Nordeste;59. Bistrô das Cores;Café & Bistrô;1090;Q-P2;Quiche P2; 4,79 ; 3,21 ;0%;200; 2.203,43 
6039;2022-131205;09/05/2022;20220905;PA;Nordeste;59. Bistrô das Cores;Café & Bistrô;1090;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;200; 2.203,43 
6040;2022-131205;09/05/2022;20220905;PA;Nordeste;59. Bistrô das Cores;Café & Bistrô;1090;P-P;Panetone P; 8,03 ; 5,38 ;0%;200; 2.203,43 
6041;2023-122364;9/25/2023;20230925;BA;Nordeste;59. Bistrô das Cores;Café & Bistrô;1090;Q-P1;Quiche P1; 5,19 ; 3,48 ;2%;400; 1.916,70 
6042;2023-122364;9/25/2023;20230925;BA;Nordeste;59. Bistrô das Cores;Café & Bistrô;1090;G-G2;Galupe G2; 11,68 ; 7,83 ;2%;500; 2.395,88 
6043;2022-117912;02/04/2022;20220204;GO;Centro-Oeste;73. Bistrô das Colinas;Café & Bistrô;1051;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;2%;400; 4.406,85 
6044;2023-145702;5/20/2023;20230520;PR;Sul;46. Bistrô do Porto;Café & Bistrô;1057;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;2%;400; 4.406,85 
6045;2023-145702;5/20/2023;20230520;PR;Sul;46. Bistrô do Porto;Café & Bistrô;1057;Q-M;Quiche M; 11,68 ; 7,82 ;2%;400; 4.406,85 
6046;2021-113215;09/03/2021;20210903;GO;Centro-Oeste;13. Gastronomia Urbana;Restaurante;1039;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;2%;800; 6.421,08 
6047;2022-154662;06/10/2022;20220610;CE;Nordeste;39. Café das Flores;Café & Bistrô;1033;Q-P2;Quiche P2; 4,79 ; 3,21 ;0%;500; 2.012,08 
6048;2021-105571;11/07/2021;20211107;CE;Nordeste;7. Mesa dos Sabores;Restaurante;1003;Q-P2;Quiche P2; 4,79 ; 3,21 ;7%;200; 1.038,65 
6049;2021-105571;11/07/2021;20211107;CE;Nordeste;7. Mesa dos Sabores;Restaurante;1003;Q-P2;Quiche P2; 4,79 ; 3,21 ;7%;200; 1.038,65 
6050;2022-152765;6/16/2022;20220616;PE;Nordeste;47. Café da Esquina;Café & Bistrô;1072;Q-M;Quiche M; 11,68 ; 7,82 ;2%;600; 7.005,65 
6051;2021-153878;4/25/2021;20210425;SP;Sudeste;9. Chef’s Haven;Restaurante;1088;P-P;Panetone P; 8,03 ; 5,38 ;0%;500; 4.037,11 
6052;2021-153878;4/25/2021;20210425;SP;Sudeste;9. Chef’s Haven;Restaurante;1088;Q-Mini;Quiche Mini; 8,07 ; 5,41 ;0%;600; 2.875,05 
6053;2022-124016;9/24/2022;20220924;GO;Centro-Oeste;84. Café do Quintal;Café & Bistrô;1034;Q-M;Quiche M; 11,68 ; 7,82 ;2%;700; 3.354,23 
6054;2022-124016;9/24/2022;20220924;GO;Centro-Oeste;84. Café do Quintal;Café & Bistrô;1034;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;2%;300; 3.502,83 
6055;2022-124016;9/24/2022;20220924;GO;Centro-Oeste;84. Café do Quintal;Café & Bistrô;1034;Q-P2;Quiche P2; 4,79 ; 3,21 ;7%;300; 3.678,37 
6056;2022-113551;8/19/2022;20220819;PE;Nordeste;87. Bistrô das Rosas;Café & Bistrô;1095;Q-P2;Quiche P2; 4,79 ; 3,21 ;8%;300; 3.678,37 
6057;2022-113551;8/19/2022;20220819;PE;Nordeste;87. Bistrô das Rosas;Café & Bistrô;1095;Q-M;Quiche M; 11,68 ; 7,82 ;2%;700; 3.354,23 
6058;2020-107524;03/02/2020;20200302;PA;Nordeste;73. Bistrô das Colinas;Café & Bistrô;1051;G-G1;Galupe G1; 12,26 ; 8,22 ;0%;400; 9.228,44 
6059;2020-107524;03/02/2020;20200302;PA;Nordeste;73. Bistrô das Colinas;Café & Bistrô;1051;Q-M;Quiche M; 11,68 ; 7,82 ;0%;100; 1.167,61 
6060;2020-138072;12/30/2020;20201230;CE;Nordeste;85. Bistrô das Varandas;Café & Bistrô;1040;M-P;Mel P; 4,02 ; 2,70 ;2%;100; 1.101,71 
6061;2021-134201;04/10/2021;20210410;PA;Nordeste;51. Café da Montanha;Café & Bistrô;1075;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;1000; 11.017,14 
6062;2021-134201;04/10/2021;20210410;PA;Nordeste;51. Café da Montanha;Café & Bistrô;1075;P-P;Panetone P; 8,03 ; 5,38 ;0%;600; 4.844,54 
6063;2021-111780;12/25/2021;20211225;BA;Nordeste;96. Café do Vento Norte;Eventos;1066;G-M;Galupe M; 8,28 ; 5,55 ;2%;200; 2.335,22 
6064;2021-111780;12/25/2021;20211225;BA;Nordeste;96. Café do Vento Norte;Eventos;1066;Q-M;Quiche M; 11,68 ; 7,82 ;0%;700; 5.618,44 
6065;2021-111780;12/25/2021;20211225;BA;Nordeste;96. Café do Vento Norte;Eventos;1066;Q-M;Quiche M; 11,68 ; 7,82 ;0%;100; 1.919,99 
6066;2021-119942;04/05/2021;20210405;CE;Nordeste;36. Bistrô do Parque;Café & Bistrô;1054;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;2%;600; 7.005,65 
6067;2021-151547;1/17/2021;20210117;PR;Sul;3. Tortas & Cia;Indústria;1098;Q-M;Quiche M; 11,68 ; 7,82 ;2%;600; 7.005,65 
6068;2023-166695;5/21/2023;20230521;BA;Nordeste;57. Bistrô das Estrelas;Café & Bistrô;1064;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;2%;300; 5.759,98 
6069;2023-166695;5/21/2023;20230521;BA;Nordeste;57. Bistrô das Estrelas;Café & Bistrô;1064;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;0%;300; 5.759,98 
6070;2023-166695;5/21/2023;20230521;BA;Nordeste;57. Bistrô das Estrelas;Café & Bistrô;1064;G-G2;Galupe G2; 11,68 ; 7,83 ;2%;100; 479,18 
6071;2023-167542;8/14/2023;20230814;CE;Nordeste;56. Café do Tempo;Café & Bistrô;1010;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;2%;100; 479,18 
6072;2021-120901;12/31/2021;20211231;PE;Nordeste;25. Gourmet & Cia;Restaurante;1087;Q-G2;Quiche G2; 20,59 ; 13,79 ;2%;800; 15.359,95 
6073;2021-120901;12/31/2021;20211231;PE;Nordeste;25. Gourmet & Cia;Restaurante;1087;P-M-Premium;Panetone M Premium; 23,22 ; 15,56 ;2%;300; 3.305,14 
6074;2021-120901;12/31/2021;20211231;PE;Nordeste;25. Gourmet & Cia;Restaurante;1087;Q-M;Quiche M; 11,68 ; 7,82 ;2%;700; 8.582,87 
6075;2023-121398;12/26/2023;20231226;BA;Nordeste;52. Bistrô do Rio;Café & Bistrô;1049;Q-P2;Quiche P2; 4,79 ; 3,21 ;2%;400; 4.670,44 
6076;2023-121398;12/26/2023;20231226;BA;Nordeste;52. Bistrô do Rio;Café & Bistrô;1049;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;400; 4.670,44 
6077;2022-151561;09/02/2022;20220902;PA;Nordeste;58. Café do Vento;Café & Bistrô;1060;M-P;Mel P; 4,02 ; 2,70 ;0%;200; 1.614,85 
6078;2022-151561;09/02/2022;20220902;PA;Nordeste;58. Café do Vento;Café & Bistrô;1060;M-P;Mel P; 4,02 ; 2,70 ;0%;500; 4.037,11 
6079;2022-151561;09/02/2022;20220902;PA;Nordeste;58. Café do Vento;Café & Bistrô;1060;Q-M;Quiche M; 11,68 ; 7,82 ;0%;500; 4.037,11 
6080;2022-151561;09/02/2022;20220902;PA;Nordeste;58. Café do Vento;Café & Bistrô;1060;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;0%;200; 1.038,65 
6081;2023-154676;08/06/2023;20230806;PE;Nordeste;14. Sabores do Mundo;Restaurante;1043;Q-G2;Quiche G2; 20,59 ; 13,79 ;2%;400; 2.077,30 
6082;2020-165589;2/19/2020;20200219;PE;Nordeste;3. Tortas & Cia;Indústria;1098;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;6%;200; 1.605,27 
6083;2022-132577;11/23/2022;20221123;PE;Nordeste;21. Fogão de Lenha;Restaurante;1089;Q-P2;Quiche P2; 4,79 ; 3,21 ;8%;300; 1.437,53 
6084;2022-132577;11/23/2022;20221123;PE;Nordeste;21. Fogão de Lenha;Restaurante;1089;P-P;Panetone P; 8,03 ; 5,38 ;2%;300; 1.437,53 
6085;2022-132577;11/23/2022;20221123;PE;Nordeste;21. Fogão de Lenha;Restaurante;1089;M-P;Mel P; 4,02 ; 2,70 ;2%;200; 4.117,42 
6086;2022-132577;11/23/2022;20221123;PE;Nordeste;21. Fogão de Lenha;Restaurante;1089;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;2%;700; 7.711,99 
6087;2022-132577;11/23/2022;20221123;PE;Nordeste;21. Fogão de Lenha;Restaurante;1089;Q-P2;Quiche P2; 4,79 ; 3,21 ;8%;300; 1.207,25 
6088;2021-114048;12/14/2021;20211214;BA;Nordeste;14. Sabores do Mundo;Restaurante;1043;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;0%;800; 4.154,61 
6089;2021-137281;6/13/2021;20210613;RS;Sul;64. Café do Porto;Café & Bistrô;1022;Q-M;Quiche M; 11,68 ; 7,82 ;0%;200; 2.203,43 
6090;2023-162068;12/29/2023;20231229;SC;Sul;27. Sabores do Mediterrâneo;Restaurante;1099;Q-P2;Quiche P2; 4,79 ; 3,21 ;7%;200; 2.335,22 
6091;2023-100111;9/21/2023;20230921;PA;Nordeste;27. Sabores do Mediterrâneo;Restaurante;1099;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;1%;200; 2.335,22 
6092;2023-100111;9/21/2023;20230921;PA;Nordeste;27. Sabores do Mediterrâneo;Restaurante;1099;M-P;Mel P; 4,02 ; 2,70 ;0%;200; 2.335,22 
6093;2023-100111;9/21/2023;20230921;PA;Nordeste;27. Sabores do Mediterrâneo;Restaurante;1099;Q-M;Quiche M; 11,68 ; 7,82 ;0%;200; 2.335,22 
6094;2023-100111;9/21/2023;20230921;PA;Nordeste;27. Sabores do Mediterrâneo;Restaurante;1099;M-P;Mel P; 4,02 ; 2,70 ;0%;200; 2.335,22 
6095;2023-100111;9/21/2023;20230921;PA;Nordeste;27. Sabores do Mediterrâneo;Restaurante;1099;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;200; 2.335,22 
6096;2023-100111;9/21/2023;20230921;PA;Nordeste;27. Sabores do Mediterrâneo;Restaurante;1099;Q-M;Quiche M; 11,68 ; 7,82 ;0%;200; 2.335,22 
6097;2023-100111;9/21/2023;20230921;PA;Nordeste;27. Sabores do Mediterrâneo;Restaurante;1099;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;1%;800; 9.340,87 
6098;2023-100111;9/21/2023;20230921;PA;Nordeste;27. Sabores do Mediterrâneo;Restaurante;1099;Q-P2;Quiche P2; 4,79 ; 3,21 ;2%;200; 958,35 
6099;2023-100111;9/21/2023;20230921;PA;Nordeste;27. Sabores do Mediterrâneo;Restaurante;1099;P-M-Premium;Panetone M Premium; 23,22 ; 15,56 ;0%;300; 1.437,53 
